Title,Category,Questions Average BLEU,Options Average BLEU
How art can help you analyze - Amy E. Herman,Performing Arts,0.713458424,0.342654656
The movement that inspired the Holocaust - Alexandra Minna Stern and Natalie Lira,Social Studies,0.701527641,0.952109042
"The incredible, bendable, twistable, expandable elephant trunk - Chase LaDue & Bruce A. Schulte",Science & Technology,0.724787746,0.347448426
To This Day Project - Shane Koyczan,Motivation and Emotion,0.706444456,0.202242271
How to protect the oceans - Sylvia Earle,Social Studies,0,0
What is the rarest color in nature? - Victoria Hwang,Science & Technology,0.720218306,0.170878635
How to make a sad story funny - Jodie Houlston-Lau,Literature & Language,0.680030121,0.321984706
"How to write the perfect crime, according to Agatha Christie - Jamie Bernthal",Literature,0.718363098,0.29622884
Why do we have hair in such random places? - Nina G. Jablonski,Science & Technology,0.733557785,0.440667947
Radium - Periodic Table of Videos,Physical Science,0.7562622,0.529087671
Can you outsmart the slippery slope fallacy? - Elizabeth Cox,Thinking & Learning,0.678072037,0.236402844
The myth of Pegasus and the chimera - Iseult Gillespie,Social Studies,0.739106875,0.708565076
Can you solve the cursed dice riddle? - Dan Finkel,Mathematics,0.720853004,1
"History vs. Egypt's ""most powerful"" pharaoh - Jessica Tomkins",Social Studies,0.721092655,0.441648962
Attack of the killer algae - Eric Noel Mu??oz,Environmental Science,0.714404477,0.492475606
Why the US Army tried to exterminate the bison,Social Studies,0.730423467,0.809606472
Kabuki: The people's dramatic art - Amanda Mattes,Science & Technology,0.805532701,0.684755384
A 3D atlas of the universe - Carter Emmart,Earth and Space Science,0.697830815,0.448134863
Can you solve the Trojan War riddle? - Dennis E. Shasha,Thinking & Learning,0.750585741,0.880514238
Why are beavers obsessed with dams? - Glynnis Hood,"Design, Engineering & Technology",0.771029593,0.474630676
Networking for the networking averse - Lisa Green Chau,Collaboration,0.667740559,0.268132568
Can you solve the fortress riddle? - Henri Picciotto,Mathematics,0.680359953,0.978117066
Why do we eat popcorn at the movies? - Andrew Smith,Social Studies,0.749687456,0.408592243
Why were there three popes at the same time? - Jo??lle Rollo-Koster,Social Studies,0.713838891,0.21905612
Picture a perfect society. What does it look like? - Joseph Lacey,Social Studies,0.708390265,0.14603455
Can the economy grow forever?,Business & Economics,0.70951743,0.778178874
Can you solve the giant spider riddle? - Dan Finkel,Thinking & Learning,0.715426505,0.578640714
Can you solve the logician's rave riddle? - Edwin Meyer,Thinking & Learning,0.745236617,0.54885878
Can you solve the alien pyramid riddle? - Henri Picciotto,Mathematics,0.744429181,0.327400976
Why aren't we only using solar power? - Alexandros George Charalambides,"Design, Engineering & Technology",0.735044342,0.547119208
Comma story - Terisa Folaron,Writing/Composition,0.721944935,0.364232651
How much would it cost to buy the ocean? - Astrid J. Hsu,Science & Technology,0.72042919,0.484042972
"Light waves, visible and invisible",History,0.720169431,0.438219336
Why do some people snore so loudly? - Alayna Vaughan,Health,0.753577998,0.488510758
How farming planted seeds for the Internet - Patricia Russac,Technology,0.698903771,0.594337807
Why do you want to squeeze cute things? - Joshua Paul Dale,Psychology,0.719990173,0.275535119
Ugly History: The Khmer Rouge murders - Timothy Williams,Social Studies,0.730563597,0.14672639
History vs. Andrew Jackson - James Fester,History,0.720802914,0.550460439
Could you survive the real Twilight Zone? - Philip Renaud and Kenneth Kostel,Science & Technology,0.738254682,0.591398476
The Nazis recruited to win the Cold War - Brian Crim,Social Studies,0.775479797,0.611076196
A brief history of dumplings - Miranda Brown,Social Studies,0.76842217,0.675051347
Look Up! Jupiter is at its closest to Earth in 59 years,Science & Technology,0.747562376,0.301270403
"The method that can ""prove"" almost anything - James A. Smith",Science & Technology,0.767218598,0.191587013
How daylight saving time affects our bodies and minds,Psychology,0.644645733,1
Can you solve the secret assassin society riddle? - Alex Rosenthal,Science & Technology,0.742130662,0.257456442
How bees help plants have sex - Fernanda S. Valdovinos,Life Sciences,0.70786245,0.477531643
The history of the Ukraine-Russia crisis explained,Social Studies,0,0
What happens if you don't put your phone in airplane mode? - Lindsay DeMarchi,"Design, Engineering & Technology",0.726268492,0.451708628
Why is rice so popular? - Carolyn Beans,Science & Technology,0.771428713,0.839685908
"What causes dandruff, and how do you get rid of it? - Thomas L. Dawson",Health,0.720312657,0.646177051
"Urbanization and the evolution of cities across 10,000 years - Vance Kite",Life Sciences,0.685495486,0.727010237
How does heart transplant surgery work? - Roni Shanoada,Science & Technology,0.709138101,0.444927123
Why rumors about vaccines spread--- and how to rebuild trust - Heidi Larson,Psychology,0,0
3 ways to end a virus,Science & Technology,0.718150094,0.137817974
Why do we have crooked teeth when our ancestors didn't? - G. Richard Scott,Social Studies,0.716010734,0.408926068
How to prevent political corruption - Stephanie Honchell Smith,Science & Technology,0.730149165,0.202345642
Can sustainable aviation fuel clean up flying?,Social Studies,0.751176347,0.167387612
Can you outsmart the college admissions fallacy? - Elizabeth Cox,Thinking & Learning,0.722255526,0.409848628
These companies with no CEO are thriving,Business & Economics,0.73044688,0.297394669
The story behind the Boston Tea Party - Ben Labaree,History,0.72873516,0.280005932
A brief history of religion in art - TED-Ed,Visual Arts,0.686675363,0.453126025
"What causes seizures, and how can we treat them? - Christopher E. Gaw",Medical Conditions,0.734397708,0.398908269
Japan's scariest ghost story - Kit Brooks,Literature & Language,0.793774858,0.366318075
Just add water: The garden insect that can turn into a plague - Jeffrey A. Lockwood,Science & Technology,0.702696725,0.381074862
Uncovering the brain's biggest secret - Melanie E. Peffer,Science & Technology,0.722709723,0.280242605
Why your phone battery gets worse over time - George Zaidan,Science & Technology,0.701414599,1
Can you survive the creation of the universe by solving this riddle? - James Tanton,Thinking & Learning,0.742221882,0.433883695
Why are eating disorders so hard to treat? - Anees Bahji,Psychological Disorders and Treatment,0.742843692,0.737512851
What are stem cells? - Craig A. Kohn,Philosophy & Religion,0.756068802,0.292133358
Are pandas the most misunderstood animal? - Lucy Cooke,Science & Technology,0.711827062,0.3564265
Why you don't like the sound of your own voice - R??becca Kleinberger,Thinking & Learning,0,0
What you need to know about carbon removal,Life Sciences,0,0
The science of falling in love - Shannon Odell,Psychology,0.693652762,0.488798028
The true story behind the legend of the 47 R??nin - Adam Clulow,The Arts,0.738034686,0.35427906
"How ""Spider-Verse"" forced animation to evolve",The Arts,0.686291527,0.237919148
Ethical dilemma: Would you lie? - Sarah Stroud,Philosophy,0.713801298,0.262028001
Iceland's superpowered underground volcanoes - Jean-Baptiste P. Koehl,Science & Technology,0.737790526,0.281887346
A brief history of the Israel-Palestine conflict,Social Studies,0,0
How dangerous was it to be a jester? - Beatrice K. Otto,Social Studies,0.74859535,0.432467142
"Why didn't this 2,000 year old body decompose? - Carolyn Marshall",Science & Technology,0.740556992,0.528599339
"How to get better at video games, according to babies - Brian Christian",Science & Technology,0.748321639,0.30052003
Ugly History: The El Mozote Murders - Diana Sierra Becerra,Social Studies,0.737918979,0.435540522
If superpowers were real: Flight - Joy Lin,Life Sciences,0.702843096,0.470892884
Building the impossible: Golden Gate Bridge - Alex Gendler,"Design, Engineering & Technology",0.68094514,0.382683957
The unbelievable science of how we read,Science & Technology,0,0
"Why did the British Empire burn, sink, and hide these documents? - Audra A. Dipt??e",Social Studies,0.709849095,0.535092215
The solar system is beige,Health,0,0
"Carbon capture technology, explained",Health,0.69727923,0.733786538
A tour of the ancient Greek Underworld - Iseult Gillespie,Thinking & Learning,0.73630266,0.655564322
How will AI change the world?,"Design, Engineering & Technology",0.758867592,0.292995842
The benefits of daydreaming - Elizabeth Cox,Psychology,0.693123463,0.295244203
The growing megafire crisis --- and how to contain it - George T. Whitesides,Science & Technology,0,0
A year in the life of one of Earth's weirdest animals - Gilad Bino,Science & Technology,0.729986094,0.800633149
What causes migraines? - Marianne Schwarz,Health,0.717515926,0.647407221
What if every satellite suddenly disappeared? - Moriba Jah,Science & Technology,0.709038409,0.534329896
If superpowers were real: Invisibility - Joy Lin,Life Sciences,0.750866107,0.411605876
The myth of Narcissus and Echo - Iseult Gillespie,Literature & Language,0.744152459,0.461653708
"The return of Mongolia's ""wild"" horses - Nigel Rothfels",Science & Technology,0.682329831,0.229493459
Why is Texas hold 'em so popular? - James McManus,Social Studies,0.770705401,0.490086188
Why beef is the worst food for the climate,"Design, Engineering & Technology",0.697285655,0.351077402
How to overcome your mistakes,Philosophy & Religion,0.667451785,0.254121015
The original ring of power - Alex Gendler,Philosophy,0.670523465,0.602694309
The ingredient in almost everything you eat - Francesca Bot,Health,0.759311821,0.514841508
Do tax cuts stimulate the economy? - Jonathan Smith,Business & Economics,0.681836251,0.269024624
Science vs. Pseudoscience - Siska De Baerdemaeker,Science & Technology,0.679423723,0.216707559
The rise and fall of the Kingdom of Man - Andrew McDonald,History,0.717446965,0.667668965
If superpowers were real: Immortality - Joy Lin,Life Sciences,0.681266195,0.42241148
A brief history of divorce - Rod Phillips,Social Studies,0.73513608,0.510067768
The human back is a design disaster,Science & Technology,0.746092022,0.84322636
How the James Webb Space Telescope will unfold the universe - John C. Mather,Science & Technology,0,0
How do jetpacks work? And why don't we all have them? - Richard Browning,"Design, Engineering & Technology",0.714433004,0.339828324
The surprising secret to a healthier gut - Kathryn M. Stephenson and David L. Suskind,Science & Technology,0.758880753,0.430577749
What is earwax --- and should you get rid of it? - Henry C. Ou,Science & Technology,0.790517953,0.393193601
The Taj Mahal: A monument to eternal love - Stephanie Honchell Smith,"Design, Engineering & Technology",0.738782614,0.552781245
Should gas stoves be banned?,Social Studies,0.718325789,0.847650611
The science of laughter - Sasha Winkler,Psychology,0.773169846,0.276391096
3 tips on how to study effectively,Science & Technology,0.867350215,0.429843837
Love vs. Honor: The Irish myth of Diarmuid's betrayal - Iseult Gillespie,Literature & Language,0.744339196,0.581259058
Which animal has the best eyesight? - Thomas W. Cronin,Science & Technology,0.707697739,0.800396867
The paradox at the heart of mathematics: G??del's Incompleteness Theorem - Marcus du Sautoy,Mathematics,0.707975377,0.472527766
"Coneheads, egg stacks and anteater attacks: The reign of a termite queen - Barbara L. Thorne",Science & Technology,0.755022032,0.34966961
"Why is this 2,500 year old shipwreck so well-preserved? - Helen Farr and Jon Adams",Social Studies,0.672631788,0.305223892
"What is ""normal"" and what is ""different""? - Yana Buhrer Tavanier",Psychology,0.780889426,0.378341179
The Hawaiian story of the wind keepers - Sydney Iaukea,Literature & Language,0.785374572,0.551116613
Why do flamingos stand on one leg?,Science & Technology,0.744043536,0.459179737
Stanford researchers find high emissions of greenhouse gases and toxic pollutants from gas stoves,Health,0.673319316,0.858786282
Does planting trees actually cool the planet? - Carolyn Beans,Science & Technology,0.730762864,0.200636291
"Meet the bluefin tuna, the toughest fish in the sea - Grantly Galland and Raiana McKinney",Science & Technology,0.664945315,0.435980586
Ethical dilemma: What makes life worth living? - Douglas MacLean,Science & Technology,0.712030917,0.174596746
The tragic myth of the Sun God's son - Iseult Gillespie,Literature & Language,0.781559417,0.508079546
"These squids can fly... no, really - Robert Siddall",Science & Technology,0.75793038,0.456028647
