Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
What is dyslexia? - Kelli Sandman-Hurley,Medical Conditions,0.700011797,0.475989007,,,,,
World War I in 6 Minutes,Social Studies,0.746742683,0.477732648,,,,,
How art can help you analyze - Amy E. Herman,Performing Arts,0.733822828,0.247054013,,,,,
The movement that inspired the Holocaust - Alexandra Minna Stern and Natalie Lira,Social Studies,0.727000155,0.644081476,,,,,
"The incredible, bendable, twistable, expandable elephant trunk - Chase LaDue & Bruce A. Schulte",Science & Technology,0.723795191,0.358466684,,,,,
To This Day Project - Shane Koyczan,Motivation and Emotion,0.717626027,0.066799508,,,,,
How to protect the oceans - Sylvia Earle,Social Studies,0,0,,,,,
What is the rarest color in nature? - Victoria Hwang,Science & Technology,0.711659594,0.024301915,,,,,
How to make a sad story funny - Jodie Houlston-Lau,Literature & Language,0.678530541,0.488721405,,,,,
"How to write the perfect crime, according to Agatha Christie - Jamie Bernthal",Literature,0.719357213,0.47335252,,,,,
Why do we have hair in such random places? - Nina G. Jablonski,Science & Technology,0.735511427,0.468705779,,,,,
Radium - Periodic Table of Videos,Physical Science,0.775605598,0.555595531,,,,,
Can you outsmart the slippery slope fallacy? - Elizabeth Cox,Thinking & Learning,0.670823018,0.158141755,,,,,
The myth of Pegasus and the chimera - Iseult Gillespie,Social Studies,0.694590588,0.654450523,,,,,
Can you solve the cursed dice riddle? - Dan Finkel,Mathematics,0.727546547,0.761020394,,,,,
"History vs. Egypt's ""most powerful"" pharaoh - Jessica Tomkins",Social Studies,0.730406347,0.389230126,,,,,
Attack of the killer algae - Eric Noel Mu??oz,Environmental Science,0.742316427,0.639427265,,,,,
Why the US Army tried to exterminate the bison,Social Studies,0.674412833,1,,,,,
Kabuki: The people's dramatic art - Amanda Mattes,Science & Technology,0.79052972,0.624325005,,,,,
A 3D atlas of the universe - Carter Emmart,Earth and Space Science,0.700164609,0.368055535,,,,,
Can you solve the Trojan War riddle? - Dennis E. Shasha,Thinking & Learning,0.730075612,1,,,,,
Why are beavers obsessed with dams? - Glynnis Hood,"Design, Engineering & Technology",0.736052451,0.561228866,,,,,
Networking for the networking averse - Lisa Green Chau,Collaboration,0.693082043,0.279364125,,,,,
Can you solve the fortress riddle? - Henri Picciotto,Mathematics,0.712967582,1,,,,,
Why do we eat popcorn at the movies? - Andrew Smith,Social Studies,0.70582272,0.426730506,,,,,
Why were there three popes at the same time? - Jo??lle Rollo-Koster,Social Studies,0.748962778,0.235139862,,,,,
Picture a perfect society. What does it look like? - Joseph Lacey,Social Studies,0.709365828,0.228224598,,,,,
Can the economy grow forever?,Business & Economics,0.756468338,0.824743484,,,,,
Can you solve the giant spider riddle? - Dan Finkel,Thinking & Learning,0.755367829,0.375280516,,,,,
Can you solve the logician's rave riddle? - Edwin Meyer,Thinking & Learning,0.742240054,0.467523399,,,,,
Can you solve the alien pyramid riddle? - Henri Picciotto,Mathematics,0.737226274,0.087739092,,,,,
Why aren't we only using solar power? - Alexandros George Charalambides,"Design, Engineering & Technology",0.724618777,0.798354214,,,,,
Comma story - Terisa Folaron,Writing/Composition,0.740802674,0.311891901,,,,,
How much would it cost to buy the ocean? - Astrid J. Hsu,Science & Technology,0.703228734,0.517081821,,,,,
"Light waves, visible and invisible",History,0.741002806,0.640659097,,,,,
Why do some people snore so loudly? - Alayna Vaughan,Health,0.771899129,0.740526998,,,,,
How farming planted seeds for the Internet - Patricia Russac,Technology,0.685298987,0.547439884,,,,,
Why do you want to squeeze cute things? - Joshua Paul Dale,Psychology,0.741942359,0.445890341,,,,,
Ugly History: The Khmer Rouge murders - Timothy Williams,Social Studies,0.755071688,0.171591644,,,,,
History vs. Andrew Jackson - James Fester,History,0.693858448,0.507920725,,,,,
Could you survive the real Twilight Zone? - Philip Renaud and Kenneth Kostel,Science & Technology,0.699620194,0.821771797,,,,,
The Nazis recruited to win the Cold War - Brian Crim,Social Studies,0.687150891,1,,,,,
A brief history of dumplings - Miranda Brown,Social Studies,0.735084117,0.778391572,,,,,
Look Up! Jupiter is at its closest to Earth in 59 years,Science & Technology,0.685903365,0.739988833,,,,,
"The method that can ""prove"" almost anything - James A. Smith",Science & Technology,0.763302929,0.279563153,,,,,
How daylight saving time affects our bodies and minds,Psychology,0.667862342,0.953438593,,,,,
Can you solve the secret assassin society riddle? - Alex Rosenthal,Science & Technology,0.752887602,0.434404894,,,,,
How bees help plants have sex - Fernanda S. Valdovinos,Life Sciences,0.72208173,0.783797641,,,,,
The history of the Ukraine-Russia crisis explained,Social Studies,0.72080924,0.806957058,,,,,
What happens if you don't put your phone in airplane mode? - Lindsay DeMarchi,"Design, Engineering & Technology",0.722321059,0.72137816,,,,,
Why is rice so popular? - Carolyn Beans,Science & Technology,0.753150869,0.910834145,,,,,
"What causes dandruff, and how do you get rid of it? - Thomas L. Dawson",Health,0.731168416,0.701066748,,,,,
"Urbanization and the evolution of cities across 10,000 years - Vance Kite",Life Sciences,0.740374062,0.84048648,,,,,
How does heart transplant surgery work? - Roni Shanoada,Science & Technology,0.707438545,0.689283844,,,,,
Why rumors about vaccines spread--- and how to rebuild trust - Heidi Larson,Psychology,0,0,,,,,
3 ways to end a virus,Science & Technology,0.706129915,0.105699826,,,,,
Why do we have crooked teeth when our ancestors didn't? - G. Richard Scott,Social Studies,0.691871972,0.5406886,,,,,
How to prevent political corruption - Stephanie Honchell Smith,Science & Technology,0.70396792,0.4389565,,,,,
Can sustainable aviation fuel clean up flying?,Social Studies,0.713390858,0.336422087,,,,,
Can you outsmart the college admissions fallacy? - Elizabeth Cox,Thinking & Learning,0.699021024,0.433322308,,,,,
These companies with no CEO are thriving,Business & Economics,0.738697638,0.243842392,,,,,
The story behind the Boston Tea Party - Ben Labaree,History,0.742564929,0.289083834,,,,,
A brief history of religion in art - TED-Ed,Visual Arts,0.697914799,0.665313097,,,,,
"What causes seizures, and how can we treat them? - Christopher E. Gaw",Medical Conditions,0.728674587,0.567426417,,,,,
Japan's scariest ghost story - Kit Brooks,Literature & Language,0.714038034,0.365025864,,,,,
Just add water: The garden insect that can turn into a plague - Jeffrey A. Lockwood,Science & Technology,0.724106817,0.475014503,,,,,
Uncovering the brain's biggest secret - Melanie E. Peffer,Science & Technology,0.703767485,0.262137851,,,,,
Why your phone battery gets worse over time - George Zaidan,Science & Technology,0.696294511,0.817250245,,,,,
Can you survive the creation of the universe by solving this riddle? - James Tanton,Thinking & Learning,0.724621825,0.507031769,,,,,
Why are eating disorders so hard to treat? - Anees Bahji,Psychological Disorders and Treatment,0.732442352,0.800634405,,,,,
What are stem cells? - Craig A. Kohn,Philosophy & Religion,0.753354278,0.277114,,,,,
Are pandas the most misunderstood animal? - Lucy Cooke,Science & Technology,0.705682409,0.315482907,,,,,
Why you don't like the sound of your own voice - R??becca Kleinberger,Thinking & Learning,0,0,,,,,
What you need to know about carbon removal,Life Sciences,0,0,,,,,
The science of falling in love - Shannon Odell,Psychology,0.681912875,0.599256344,,,,,
The true story behind the legend of the 47 R??nin - Adam Clulow,The Arts,0.720711648,0.259990025,,,,,
"How ""Spider-Verse"" forced animation to evolve",The Arts,0.710092316,0.147737997,,,,,
Ethical dilemma: Would you lie? - Sarah Stroud,Philosophy,0.692336397,0.202611508,,,,,
Iceland's superpowered underground volcanoes - Jean-Baptiste P. Koehl,Science & Technology,0.718223684,0.292941122,,,,,
A brief history of the Israel-Palestine conflict,Social Studies,0,0,,,,,
How dangerous was it to be a jester? - Beatrice K. Otto,Social Studies,0.729620077,0.602258244,,,,,
"Why didn't this 2,000 year old body decompose? - Carolyn Marshall",Science & Technology,0.677953278,0.672960082,,,,,
"How to get better at video games, according to babies - Brian Christian",Science & Technology,0.767671735,0.273875479,,,,,
Ugly History: The El Mozote Murders - Diana Sierra Becerra,Social Studies,0.666413979,0.51641212,,,,,
If superpowers were real: Flight - Joy Lin,Life Sciences,0.706364615,0.520169305,,,,,
Building the impossible: Golden Gate Bridge - Alex Gendler,"Design, Engineering & Technology",0.693349154,0.617626584,,,,,
The unbelievable science of how we read,Science & Technology,0,0,,,,,
"Why did the British Empire burn, sink, and hide these documents? - Audra A. Dipt??e",Social Studies,0.721136877,0.571534,,,,,
The solar system is beige,Health,0,0,,,,,
"Carbon capture technology, explained",Health,0.689786647,0.971460611,,,,,
A tour of the ancient Greek Underworld - Iseult Gillespie,Thinking & Learning,0.738984936,0.665904063,,,,,
How will AI change the world?,"Design, Engineering & Technology",0.673935267,0.26249619,,,,,
The benefits of daydreaming - Elizabeth Cox,Psychology,0.71787349,0.195201033,,,,,
The growing megafire crisis --- and how to contain it - George T. Whitesides,Science & Technology,0,0,,,,,
A year in the life of one of Earth's weirdest animals - Gilad Bino,Science & Technology,0.762230724,0.617537081,,,,,
What causes migraines? - Marianne Schwarz,Health,0.739901948,0.776953668,,,,,
What if every satellite suddenly disappeared? - Moriba Jah,Science & Technology,0.711322443,0.575186904,,,,,
If superpowers were real: Invisibility - Joy Lin,Life Sciences,0.715365395,0.629946654,,,,,
The myth of Narcissus and Echo - Iseult Gillespie,Literature & Language,0.75403847,0.525503023,,,,,
"The return of Mongolia's ""wild"" horses - Nigel Rothfels",Science & Technology,0.744904423,0.406000451,,,,,
Why is Texas hold 'em so popular? - James McManus,Social Studies,0.772094325,0.532363638,,,,,
Why beef is the worst food for the climate,"Design, Engineering & Technology",0.705032964,0.485126394,,,,,
How to overcome your mistakes,Philosophy & Religion,0.690685118,0.317661198,,,,,
The original ring of power - Alex Gendler,Philosophy,0.704967786,0.610437018,,,,,
The ingredient in almost everything you eat - Francesca Bot,Health,0.725877623,0.71366055,,,,,
Do tax cuts stimulate the economy? - Jonathan Smith,Business & Economics,0.688788216,0.361858504,,,,,
Science vs. Pseudoscience - Siska De Baerdemaeker,Science & Technology,0.699898836,0.400675013,,,,,
The rise and fall of the Kingdom of Man - Andrew McDonald,History,0.751187173,0.661088875,,,,,
If superpowers were real: Immortality - Joy Lin,Life Sciences,0.662805688,0.516462376,,,,,
A brief history of divorce - Rod Phillips,Social Studies,0.714939885,0.540676312,,,,,
The human back is a design disaster,Science & Technology,0.727919501,0.912303295,,,,,
How the James Webb Space Telescope will unfold the universe - John C. Mather,Science & Technology,0,0,,,,,
How do jetpacks work? And why don't we all have them? - Richard Browning,"Design, Engineering & Technology",0.768996943,0.291378761,,,,,
The surprising secret to a healthier gut - Kathryn M. Stephenson and David L. Suskind,Science & Technology,0.719300313,0.567521726,,,,,
What is earwax --- and should you get rid of it? - Henry C. Ou,Science & Technology,0.772474384,0.439404563,,,,,
The Taj Mahal: A monument to eternal love - Stephanie Honchell Smith,"Design, Engineering & Technology",0.758177048,0.599886477,,,,,
Should gas stoves be banned?,Social Studies,0.692091175,0.948563568,,,,,
The science of laughter - Sasha Winkler,Psychology,0.715043654,0.433646901,,,,,
3 tips on how to study effectively,Science & Technology,0.705747106,0.36078229,,,,,
Love vs. Honor: The Irish myth of Diarmuid's betrayal - Iseult Gillespie,Literature & Language,0.728180902,0.661137712,,,,,
Which animal has the best eyesight? - Thomas W. Cronin,Science & Technology,0.743950356,0.747858936,,,,,
The paradox at the heart of mathematics: G??del's Incompleteness Theorem - Marcus du Sautoy,Mathematics,0.736858623,0.497094954,,,,,
"Coneheads, egg stacks and anteater attacks: The reign of a termite queen - Barbara L. Thorne",Science & Technology,0.718889329,0.300811177,,,,,
"Why is this 2,500 year old shipwreck so well-preserved? - Helen Farr and Jon Adams",Social Studies,0.680245692,0.350364471,,,,,
"What is ""normal"" and what is ""different""? - Yana Buhrer Tavanier",Psychology,0.711130549,0.470953426,,,,,
The Hawaiian story of the wind keepers - Sydney Iaukea,Literature & Language,0.715313822,0.587328254,,,,,
Why do flamingos stand on one leg?,Science & Technology,0.698430102,0.636684153,,,,,
Stanford researchers find high emissions of greenhouse gases and toxic pollutants from gas stoves,Health,0.715479817,0.7948963,,,,,
Does planting trees actually cool the planet? - Carolyn Beans,Science & Technology,0.700297946,0.348778189,,,,,
"Meet the bluefin tuna, the toughest fish in the sea - Grantly Galland and Raiana McKinney",Science & Technology,0.702666468,0.603383527,,,,,
Ethical dilemma: What makes life worth living? - Douglas MacLean,Science & Technology,0.707820145,0.036455625,,,,,
The tragic myth of the Sun God's son - Iseult Gillespie,Literature & Language,0.724073354,0.37895315,,,,,
"These squids can fly... no, really - Robert Siddall",Science & Technology,0.711834028,0.423308382,,,,,
The myth of Gawain and the Green Knight - Dan Kwartler,Literature & Language,0.760807911,0.631095899,,,,,
"How to clear icy roads, with science",Science & Technology,0.689807689,0.45041727,,,,,
How do governments create money out of thin air? - Jonathan Smith,Business & Economics,0.685217017,0.572955999,,,,,
A day in the rebellion against the Inca empire - Gabriel Prieto,The Arts,0.693586291,0.564389009,,,,,
Why is the Mona Lisa so famous? - Noah Charney,Visual Arts,0.709682675,0.605967612,,,,,
"Why don't ""tough"" and ""dough"" rhyme? - Arika Okrent",Literature & Language,0.694235061,0.407796321,,,,,
The twins who tricked the Maya gods of death - Ilan Stavans,Literature & Language,0.735385979,0.404121669,,,,,
Do mosquitos actually bite some people more than others? - Maria Elena De Obaldia,Health,0.707399705,0.417015718,,,,,
Could AI predict the future? - Thomas Hofweber,"Design, Engineering & Technology",0.716227122,0.197792391,,,,,
What the biggest brain on Earth can do - David Gruber and Shane Gero,Science & Technology,0.715893812,0.598416456,,,,,
