Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
What does the pancreas do? - Emma Bryce,Growth & Development,0.2434689,0.057142857,0.205749601,0,0,0,,,,,,,
Making a TED-Ed Lesson: Visualizing complex ideas,Linguistics,0.264412512,0.0609319,0.244412512,0.054924242,0,0.054924242,,,,,,,
How do you know you exist? - James Zucker,Philosophy,0.214523564,0,0.174523564,0.053313492,0,0.053313492,,,,,,,
The myth of Hades and Persephone - Iseult Gillespie,Social Studies,0.363788204,0.076862745,0.2669588,0,0,0,,,,,,,
6 myths about the Middle Ages that everyone believes - Stephanie Honchell Smith,Social Studies,0.390743338,0.135005225,0.321178121,0.129478022,0.021428571,0.129478022,,,,,,,
This weird trick will help you summon an army of worms - Kenny Coogan,Science & Technology,0.252185766,0.084087385,0.209837076,0.110516676,0.01,0.09633324,,,,,,,
How to learn? From mistakes - Diana Laufenberg,Teaching & Education,0,0,0,0,0,0,,,,,,,
How do we experience time? - Matt Danzico,"Consciousness, Sensation and Perception",0.293738758,0.021052632,0.214921817,0.066666667,0,0.066666667,,,,,,,
How do animals see in the dark? - Anna St??ckl,Earth and Space Science,0.233452473,0.058333333,0.233452473,0.068133153,0.016783217,0.068133153,,,,,,,
"Real-life ""Alien"" jaws - Darien Satterfield",Science & Technology,0.326230339,0.057391304,0.167096088,0.061071429,0,0.061071429,,,,,,,
Can you solve Dongle's Difficult Dilemma? - Dennis E. Shasha,Thinking & Learning,0.233251218,0.077110064,0.135865756,0,0,0,,,,,,,
The power of creative constraints - Brandon Rodriguez,Problem Solving,0.28961039,0.027777778,0.266883117,0,0,0,,,,,,,
Why are there so many insects? - Murry Gans,The Arts,0.377444005,0.142857143,0.352444005,0.138888889,0.05,0.138888889,,,,,,,
Will there be another pandemic in your lifetime?,Health,0.439100456,0.192485093,0.395825602,0.207808858,0.125,0.195308858,,,,,,,
The rise and fall of the Inca Empire - Gordon McEwan,Literature & Language,0.455458937,0.260347985,0.415458937,0.166071429,0.05,0.166071429,,,,,,,
How do animals experience pain? - Robyn J. Crook,Life Sciences,0.212335664,0.033333333,0.183835664,0.198888889,0.073076923,0.198888889,,,,,,,
The world's English mania - Jay Walker,Physical Science,0.289885126,0.072990298,0.224219084,0,0,0,,,,,,,
What causes antibiotic resistance? - Kevin Wu,Health,0.35972768,0.063384615,0.248064084,0.078834499,0.031590909,0.078834499,,,,,,,
How to use a semicolon - Emma Bryce,Literature & Language,0.418842561,0.153608531,0.291989064,0.154377012,0.063333333,0.154377012,,,,,,,
Scientists are obsessed with this lake - Nicola Storelli and Daniele Zanzi,Science & Technology,0.425546339,0.118300388,0.347231951,0.088049451,0.036666667,0.088049451,,,,,,,
The dark history of Mount Rushmore - Ned Blackhawk and Jeffrey D. Means,Social Studies,0.248932677,0.014285714,0.180394089,0.106875526,0,0.106875526,,,,,,,
How stress affects your body - Sharon Horesh Bergquist,Social Studies,0.367854251,0.05210084,0.233927126,0.1336727,0.01875,0.127790347,,,,,,,
Sound waves frozen in the fabric of the universe - Fabio Pacucci,Science & Technology,0.243251726,0,0.225860421,0.187980533,0.055916306,0.181550794,,,,,,,
Population pyramids: Powerful predictors of the future - Kim Preshoff,Social Studies,0.374466697,0.115736072,0.355419078,0.091358543,0.0625,0.091358543,,,,,,,
You could have a secret twin (but not the way you think) - Kayla Mandel Sheets,Science & Technology,0.35384905,0.09047619,0.263037832,0,0,0,,,,,,,
"How one piece of legislation divided a nation - Ben Labaree, Jr.",History,0.456565657,0.339393939,0.43989899,0.357333304,0.068015873,0.337835441,,,,,,,
The true cost of gold - Lyla Latif,Business & Economics,0.258079312,0,0.196408982,0.111666667,0.05,0.111666667,,,,,,,
Ethical dilemma: Who should you believe? - Alex Worsnip,Philosophy,0.446235294,0.222857143,0.402705882,0.067482685,0.007692308,0.067482685,,,,,,,
What color is Tuesday? Exploring synesthesia - Richard E. Cytowic,Psychological Disorders and Treatment,0.418991597,0.026666667,0.323361345,0.1,0,0.1,,,,,,,
Why the Tour de France is so brutal,Social Studies,0.344866635,0.227058824,0.344866635,0.154359383,0.068825911,0.154359383,,,,,,,
The world's most painful insect sting - Justin Schmidt,Science & Technology,0.307485199,0.073034448,0.219314825,0.26,0.1,0.26,,,,,,,
Lessons from Auschwitz: The power of our words - Benjamin Zander,Philosophy,0.308776167,0.036363636,0.292109501,0.101827624,0.034482759,0.101827624,,,,,,,
What makes a good life? Lessons from the longest study on happiness,Psychology,0,0,0,0,0,0,,,,,,,
How do we determine the value of a life? - Rebecca L. Walker,Philosophy,0.318576501,0.13383131,0.304783398,0.076173271,0,0.070532246,,,,,,,
The chemistry of cookies - Stephanie Warren,Media and Journalism,0.459276018,0.2625,0.414221073,0.408333333,0.066666667,0.408333333,,,,,,,
History vs. Genghis Khan - Alex Gendler,Social Studies,0.506782107,0.34377193,0.506782107,0.088888889,0.014285714,0.088888889,,,,,,,
What are the universal human rights? - Benedetta Berti,Thinking & Learning,0.418761905,0.191720408,0.383047619,0.166171651,0.051363636,0.166171651,,,,,,,
Would you raise the bird that murdered your children? - Steve Rothstein,Science & Technology,0.312942759,0.090933141,0.183862684,0.064821367,0.015882353,0.064821367,,,,,,,
What light can teach us about the universe - Pete Edwards,Earth and Space Science,0.317173815,0.094864532,0.2293091,0.133333333,0.1,0.133333333,,,,,,,
Your body language shapes who you are - Amy Cuddy,Social Psychology,0,0,0,0,0,0,,,,,,,
Calculating the odds of intelligent alien life - Jill Tarter,Earth and Space Science,0.368184885,0.249656226,0.351518219,0.204015873,0.121579145,0.204015873,,,,,,,
The continents are moving. When will they collide? - Jean-Baptiste P. Koehl,Science & Technology,0.302841805,0.087276864,0.291730694,0.109312709,0,0.085945484,,,,,,,
The science of macaroni salad: What's in a molecule? - Josh Kurz,Physical Science,0.308319328,0.067070707,0.308319328,0.033333333,0,0.033333333,,,,,,,
The Greek myth of Demeter's revenge - Iseult Gillespie,Literature & Language,0.282586466,0,0.168152882,0.032136752,0,0.026495726,,,,,,,
"If you're scared of snakes, watch this - Andrew Whitworth",Science & Technology,0.382790309,0.142647059,0.296240602,0.4875,0.35,0.4875,,,,,,,
The sonic boom problem - Katerina Kaouri,"Design, Engineering & Technology",0.242142857,0.070769231,0.242142857,0.049661531,0,0.043779178,,,,,,,
The 4 greatest threats to the survival of humanity,Social Studies,0.291308807,0.05310559,0.229859532,0.067553419,0.007142857,0.067553419,,,,,,,
What caused the Rwandan Genocide? - Susanne Buckley-Zistel,Social Studies,0.351822574,0.082539683,0.282949788,0.201468254,0.025,0.201468254,,,,,,,
Why the Moon turns red during a total lunar eclipse,Science & Technology,0.363051834,0.146981322,0.299036683,0.107896825,0.05,0.107896825,,,,,,,
"Earth's mysterious red glow, explained - Zoe Pierrat",Science & Technology,0.316195569,0.026666667,0.249528902,0.1,0,0.1,,,,,,,
The god who wanted to rule the seas - Raiana McKinney and Esther Wozniak,Social Studies,0.319061584,0.036363636,0.239947866,0.092925408,0.02,0.092925408,,,,,,,
Can you cheat death by solving this riddle? - Shravan S K,Thinking & Learning,0.306015038,0.074922601,0.24887218,0,0,0,,,,,,,
Climate change: Earth's giant game of Tetris - Joss Fong,Environmental Science,0.385044831,0.11295994,0.331148727,0.022222222,0,0.022222222,,,,,,,
Mysteries of vernacular: Venom - Jessica Oreck and Rachael Teel,Linguistics,0.34015083,0.057435897,0.316621418,0.150946276,0.05,0.150946276,,,,,,,
The incredible history of China's terracotta warriors - Megan Campisi and Pen-Pen Chen,The Arts,0.248920122,0.066666667,0.187043673,0,0,0,,,,,,,
"Woman burned by McDonald's hot coffee, then the news media",Religion,0,0,0,0,0,0,,,,,,,
How quantum mechanics explains global warming - Lieven Scheire,Environmental Science,0.260529687,0.072727273,0.229760457,0.128888889,0,0.128888889,,,,,,,
The basics of special procedures,Psychology,0.526373626,0.326090868,0.473040293,0.0625,0,0.0625,,,,,,,
Questions no one knows the answers to - Chris Anderson,Nature of Science,0.317929607,0.065201465,0.249109731,0.142056442,0,0.136793284,,,,,,,
Can you solve the prisoner hat riddle? - Alex Gendler,Literature & Language,0.243508409,0.064385965,0.209076175,0.250011777,0.084659825,0.243345111,,,,,,,
What's hidden in Arctic ice? - Brendan Rogers and Jessica Howard,Science & Technology,0.384384037,0.167079463,0.330904184,0.097582758,0,0.08989045,,,,,,,
A brief (scientific) history of butts,Science & Technology,0,0,0,0,0,0,,,,,,,
Why are airplanes slower than they used to be? - Alex Gendler,"Design, Engineering & Technology",0.35995671,0.071515152,0.308441558,0.050769231,0.0125,0.043076923,,,,,,,
Should you trust your first impression? - Peter Mende-Siedlecki,Psychology,0.395553849,0.138920666,0.311076976,0.0125,0,0.0125,,,,,,,
Can alligators survive this apex predator? - Kenny Coogan,Science & Technology,0.378284984,0.133086081,0.276270508,0.099283217,0.05,0.099283217,,,,,,,
"What causes yeast infections, and how do you get rid of them? - Liesbeth Demuyser",Health,0.287001115,0.040100251,0.267953496,0.076785714,0.05,0.076785714,,,,,,,
How could so many people support Hitler? - Joseph Lacey,Philosophy & Religion,0.471969545,0.115018315,0.298026448,0.125152625,0,0.125152625,,,,,,,
Should you switch to solar? - Shannon Odell,Science & Technology,0.302873318,0.057777778,0.235660674,0.09,0,0.09,,,,,,,
How do your kidneys work? - Emma Bryce,Health,0.400149393,0.143830409,0.381101774,0.033333333,0,0.033333333,,,,,,,
History vs. Tamerlane the Conqueror - Stephanie Honchell Smith,Social Studies,0.390822511,0.252777778,0.390822511,0.111111111,0,0.111111111,,,,,,,
What makes a language... a language? - Martin Hilpert,Linguistics,0.295039019,0.081601732,0.234378484,0.076679107,0.020493337,0.076679107,,,,,,,
Is Chandigarh a perfectly planned city? - Vikram??ditya Prak??sh,"Design, Engineering & Technology",0.348051948,0.046052632,0.23517316,0,0,0,,,,,,,
These salamanders snack on each other (but don't die) - Luis Zambrano,Science & Technology,0.401028986,0.019047619,0.331463768,0.05,0.05,0.05,,,,,,,
Is space trying to kill us? - Ron Shaneyfelt,Earth and Space Science,0.373939394,0.129328063,0.373939394,0.089047619,0.02,0.089047619,,,,,,,
Can you outsmart the apples and oranges fallacy? - Elizabeth Cox,Thinking & Learning,0.330135376,0.072051878,0.240839443,0.067173141,0,0.067173141,,,,,,,
The basics of the Human Rights Council,Social Studies,0.612250233,0.421666667,0.520149393,0.05,0,0.05,,,,,,,
Could one vaccine protect against everything?,Health,0.33430929,0.019047619,0.214442112,0.0325,0,0.0325,,,,,,,
Why do blood types matter? - Natalie S. Hodge,Health,0.432539191,0.164821981,0.366787557,0.320531401,0.2,0.313140097,,,,,,,
"What ""Orwellian"" really means - Noah Tavlin",Civics,0.326778711,0.025,0.262296919,0.070326797,0.033333333,0.070326797,,,,,,,
How did they build the Great Pyramid of Giza? - Soraya Field Fiorio,Social Studies,0.432758997,0.182946237,0.379446718,0.033333333,0,0.033333333,,,,,,,
Can you freeze your body and come back to life? - Shannon N. Tessier,Science & Technology,0.262583008,0.11969697,0.235394068,0.05,0,0.05,,,,,,,
How one of the most profitable companies in history rose to power - Adam Clulow,Social Studies,0.321269632,0.073416268,0.303087814,0.123209927,0,0.117327574,,,,,,,
Why can't we see evidence of alien life? - Chris Anderson,Earth and Space Science,0.192083722,0.025,0.157125739,0.102100677,0,0.09793401,,,,,,,
How porn changes the way teens think about sex - Emily F. Rothman,Sex Education,0,0,0,0,0,0,,,,,,,
A brief history of video games (Part I) - Safwat Saleem,"Design, Engineering & Technology",0.392614083,0.143803954,0.283611441,0.15,0.05,0.15,,,,,,,
Who is the fastest god in all mythology? - Iseult Gillespie,Social Studies,0.318571429,0.100287081,0.266190476,0,0,0,,,,,,,
"Which is better for you: ""Real"" meat or ""fake"" meat? - Carolyn Beans",Health,0.400120773,0.204155844,0.290398551,0.065,0,0.065,,,,,,,
History vs. Vladimir Lenin - Alex Gendler,History,0.295136061,0.07914787,0.27408343,0.172757937,0,0.171805556,,,,,,,
The many meanings of Michelangelo's Statue of David - James Earle,The Arts,0.51541502,0.114285714,0.335968379,0.314717922,0.088289474,0.309956017,,,,,,,
The world's slimiest animal - Noah R. Bressman and Douglas Fudge,Science & Technology,0.430257998,0.191895425,0.408035776,0.045,0,0.045,,,,,,,
Are the Northern Lights dangerous? - Fabio Pacucci,Science & Technology,0.28628139,0.022222222,0.244059168,0.015384615,0,0.007692308,,,,,,,
If you're an adult mayfly you'll probably die before the end of this video - Luke M. Jacobus,Science & Technology,0.324110276,0.046052632,0.305062657,0,0,0,,,,,,,
Why Shakespeare loved iambic pentameter - David T. Freeman and Gregory Taylor,The Arts,0.368289855,0.143581781,0.328676329,0.200384615,0.01,0.192692308,,,,,,,
Why was India split into two countries? - Haimanti Roy,Social Studies,0.288242424,0.111936759,0.254060606,0.187580475,0.05,0.187580475,,,,,,,
Reasons for the seasons - Rebecca Kaplan,Earth and Space Science,0.246552517,0.044582043,0.194414841,0.026785714,0,0.026785714,,,,,,,
How does ultrasound work? - Jacques S. Abramowicz,Science & Technology,0.347727273,0.041052632,0.244227994,0.082222222,0.007692308,0.082222222,,,,,,,
The birth of the lightsaber,"Design, Engineering & Technology",0,0,0,0,0,0,,,,,,,
How plants tell time - Dasha Savage,Science & Technology,0.397916667,0.159774436,0.397916667,0.137603803,0.007352941,0.128364673,,,,,,,
Is capitalism actually broken?,Business & Economics,0.330231884,0.014285714,0.249507246,0.304642857,0.133333333,0.304642857,,,,,,,
The surprising secrets of hummingbird flight - Kristiina J. Hurme & Alejandro Rico-Guevara,Science & Technology,0.271142857,0,0.205809524,0,0,0,,,,,,,
Why I must speak out about climate change - James Hansen,Environmental Science,0,0,0,0,0,0,,,,,,,
Sugar: Hiding in plain sight - Robert Lustig,Health,0.463096873,0.254500323,0.397599797,0.033333333,0,0.033333333,,,,,,,
All of the energy in the universe is... - George Zaidan and Charles Morton,Life Sciences,0.415331808,0.143187531,0.348665141,0.2625,0.138690476,0.2625,,,,,,,
"A performance of ""Mathemagic"" - Arthur Benjamin",Mathematics,0,0,0,0,0,0,,,,,,,
"What is MSG, and is it actually bad for you? - Sarah E. Tracy",Health,0.256090909,0,0.133727273,0.04,0.033333333,0.04,,,,,,,
What it's like to live on the International Space Station - Cady Coleman,Science & Technology,0.280289855,0.086956522,0.246898551,0,0,0,,,,,,,
"Yes, scientists are actually building an elevator to space - Fabio Pacucci","Design, Engineering & Technology",0.483318803,0.184002318,0.44670154,0.188357167,0.075833333,0.172894491,,,,,,,
What's the best country to live in?,Business & Economics,0.301741144,0.103174603,0.28794804,0.158658425,0.113809524,0.155038515,,,,,,,
Do you see a face? You're actually hallucinating - Susan G. Wardle,Psychology,0.410975691,0.126007326,0.358854479,0.067105615,0,0.067105615,,,,,,,
Ethical dilemma: Should we get rid of mosquitoes? - Talya Hackett,Science & Technology,0.256563985,0.017391304,0.184286929,0.105469655,0.05,0.105469655,,,,,,,
Is it possible to lose weight fast? - Hei Man Chan,Health,0.2912903,0.087912088,0.275905685,0.18297619,0.034285714,0.18297619,,,,,,,
A riddle of ice and fire dragons - Henri Picciotto,Mathematics,0.239757576,0,0.154060606,0.041978022,0,0.041978022,,,,,,,
Why do buildings fall in earthquakes? - Vicki V. May,"Design, Engineering & Technology",0.391061458,0.092307692,0.299046093,0.103937729,0.016666667,0.103937729,,,,,,,
What's an algorithm? - David J. Malan,Numbers & Operations,0.316484698,0.13100612,0.244863524,0.123376623,0,0.123376623,,,,,,,
How does alcohol cause blackouts? - Shannon Odell,Health,0.375266427,0.083846872,0.317774872,0.145833333,0.05,0.145833333,,,,,,,
A brief history of toilets - Francis de los Reyes,Social Studies,0.26694664,0.026236559,0.194631094,0.0125,0,0.0125,,,,,,,
Building a museum of museums on the web - Amit Sood,Visual Arts,0.201062937,0,0.185678322,0.137762259,0.004761905,0.128678713,,,,,,,
What it's really like to have autism - Ethan Lisi,Health,0.254552689,0.041666667,0.21609115,0.0625,0,0.0625,,,,,,,
Democracy - A short introduction,Social Studies,0.583315018,0.340280772,0.583315018,0.090530303,0,0.090530303,,,,,,,
Earworms: Those songs that get stuck in your head - Elizabeth Hellmuth Margulis,Psychology,0.28907563,0.026666667,0.221101774,0.023717949,0.009090909,0.023717949,,,,,,,
What causes sleepwalking? - Emmanuel During,Health,0.306699101,0.071515152,0.285646469,0.207857143,0.1,0.207857143,,,,,,,
The diseases that changed humanity forever - Dan Kwartler,Science & Technology,0.287364792,0.064273504,0.238646843,0.039102564,0.027272727,0.039102564,,,,,,,
